payment_type,payment_value
credit_card,54.57
boleto,134.92
boleto,618.6
credit_card,120.85
credit_card,360.38
credit_card,229.69
boleto,239.05
credit_card,112.32
credit_card,249.08
credit_card,63.82
boleto,39.09
boleto,102.03
boleto,184.93
credit_card,179.04
credit_card,215.83
voucher,48.71
credit_card,72.14
voucher,7.3
credit_card,137.02
boleto,32.29
credit_card,132.74
credit_card,77.57
credit_card,215.09
voucher,113.77
credit_card,81.09
boleto,34.09
credit_card,66.67
credit_card,51.32
credit_card,104.37
boleto,1891.07
credit_card,128.21
voucher,23.79
credit_card,600.43
credit_card,47.53
credit_card,47.69
credit_card,79.02
credit_card,115.48
voucher,4.82
credit_card,69.9
credit_card,71.15
boleto,163.81
credit_card,296.64
credit_card,138.04
boleto,47.67
boleto,151.05
credit_card,99.9
credit_card,76.66
credit_card,72.5
credit_card,233.36
credit_card,167.09
boleto,448.91
boleto,90.66
voucher,191.57
credit_card,259.06
boleto,44.09
credit_card,259.0
credit_card,72.15
credit_card,29.17
credit_card,110.13
boleto,127.12
credit_card,186.95
credit_card,174.13
credit_card,35.0
credit_card,97.64
credit_card,132.48
boleto,207.58
credit_card,114.51
credit_card,42.27
boleto,24.1
boleto,42.39
voucher,99.95
boleto,128.83
credit_card,73.15
credit_card,101.14
credit_card,132.06
credit_card,124.02
credit_card,144.41
credit_card,40.01
credit_card,60.48
credit_card,395.2
credit_card,229.5
credit_card,31.79
credit_card,50.13
boleto,73.34
credit_card,158.76
credit_card,76.08
boleto,214.83
credit_card,59.6
credit_card,85.14
credit_card,93.41
credit_card,520.65
credit_card,58.88
credit_card,61.43
credit_card,91.58
credit_card,64.0
credit_card,21.38
credit_card,129.86
debit_card,173.68
credit_card,108.73
boleto,25.1
credit_card,101.31
credit_card,315.84
credit_card,29.68
credit_card,17.29
boleto,112.42
credit_card,136.6
credit_card,242.02
credit_card,94.21
credit_card,171.61
credit_card,99.25
credit_card,153.7
credit_card,166.9
credit_card,32.37
credit_card,64.65
credit_card,73.61
credit_card,20.62
credit_card,62.53
credit_card,151.91
credit_card,232.71
boleto,41.84
credit_card,213.74
boleto,148.89
voucher,189.88
credit_card,192.12
credit_card,121.98
credit_card,29.24
boleto,72.66
credit_card,233.95
credit_card,106.78
credit_card,204.98
voucher,20.0
credit_card,76.21
boleto,43.42
credit_card,37.77
credit_card,54.13
voucher,5.5
credit_card,82.87
credit_card,59.44
credit_card,124.16
credit_card,78.2
credit_card,118.43
boleto,120.59
credit_card,149.42
credit_card,320.04
boleto,146.21
boleto,38.95
boleto,104.72
boleto,51.05
credit_card,52.13
credit_card,580.07
credit_card,66.11
credit_card,548.13
credit_card,139.14
voucher,23.34
credit_card,346.27
credit_card,31.79
boleto,56.49
credit_card,459.95
credit_card,67.68
credit_card,52.78
voucher,16.11
credit_card,60.23
credit_card,140.22
credit_card,169.7
credit_card,87.64
credit_card,108.06
credit_card,192.03
credit_card,177.11
credit_card,62.48
boleto,131.61
credit_card,104.37
credit_card,116.5
credit_card,63.13
credit_card,48.13
credit_card,133.06
credit_card,86.9
credit_card,473.58
boleto,85.77
voucher,81.04
credit_card,50.22
boleto,32.89
boleto,110.3
credit_card,155.44
credit_card,192.83
voucher,23.82
boleto,50.09
voucher,8.71
credit_card,132.91
credit_card,110.54
credit_card,198.5
credit_card,80.27
credit_card,32.1
boleto,38.01
credit_card,73.27
credit_card,98.9
credit_card,158.13
credit_card,461.99
boleto,42.5
credit_card,128.99
boleto,102.26
credit_card,383.82
voucher,68.54
credit_card,242.16
boleto,97.42
boleto,37.38
credit_card,52.01
credit_card,48.13
voucher,17.81
boleto,130.45
credit_card,101.01
credit_card,129.49
credit_card,109.42
boleto,42.0
credit_card,405.26
credit_card,89.41
credit_card,123.75
credit_card,64.0
credit_card,79.78
credit_card,112.95
credit_card,42.62
boleto,235.74
debit_card,114.23
boleto,156.35
voucher,36.78
boleto,132.75
credit_card,304.35
credit_card,100.13
credit_card,669.3
credit_card,109.41
credit_card,91.1
credit_card,55.09
credit_card,36.6
credit_card,50.0
voucher,1.55
boleto,126.48
credit_card,87.64
credit_card,83.53
boleto,76.18
voucher,100.0
credit_card,549.7
credit_card,59.24
credit_card,85.11
credit_card,139.52
credit_card,49.84
credit_card,41.98
credit_card,75.58
credit_card,74.36
credit_card,34.04
credit_card,32.37
credit_card,63.1
boleto,163.43
credit_card,684.8
credit_card,200.45
boleto,55.24
credit_card,145.66
credit_card,24.68
boleto,288.76
credit_card,62.01
boleto,28.26
boleto,74.78
boleto,78.84
boleto,167.66
credit_card,97.39
credit_card,73.25
credit_card,106.38
credit_card,143.04
credit_card,98.54
voucher,50.03
credit_card,78.96
credit_card,181.55
credit_card,91.64
credit_card,328.82
credit_card,92.85
credit_card,32.84
credit_card,55.0
voucher,94.6
boleto,89.82
credit_card,47.41
credit_card,80.95
credit_card,56.86
credit_card,366.27
credit_card,40.09
boleto,61.32
boleto,173.41
credit_card,91.86
credit_card,114.83
credit_card,141.78
boleto,963.35
boleto,122.17
credit_card,196.52
credit_card,175.87
credit_card,292.96
boleto,153.1
credit_card,87.81
boleto,72.98
boleto,133.34
credit_card,186.27
credit_card,196.16
boleto,77.57
credit_card,761.82
credit_card,590.08
credit_card,173.56
credit_card,87.76
credit_card,646.48
boleto,189.37
boleto,245.06
credit_card,58.0
credit_card,183.93
boleto,42.82
credit_card,152.38
credit_card,182.16
boleto,19.78
boleto,138.96
credit_card,367.99
credit_card,43.41
credit_card,51.64
credit_card,442.32
credit_card,50.72
credit_card,118.6
credit_card,94.3
credit_card,113.03
boleto,47.13
credit_card,55.6
credit_card,106.85
credit_card,262.68
credit_card,231.34
credit_card,229.73
credit_card,66.17
credit_card,62.39
credit_card,95.8
credit_card,205.28
debit_card,54.21
credit_card,19.88
credit_card,101.38
credit_card,36.13
credit_card,52.07
credit_card,31.22
credit_card,88.0
credit_card,290.54
credit_card,83.5
credit_card,119.29
credit_card,907.99
boleto,116.46
boleto,208.8
boleto,281.96
credit_card,144.99
credit_card,134.94
credit_card,99.43
boleto,24.29
voucher,16.31
credit_card,46.84
credit_card,464.87
credit_card,34.17
debit_card,40.86
voucher,59.0
credit_card,70.97
credit_card,66.68
credit_card,816.93
credit_card,227.27
credit_card,37.82
credit_card,71.19
credit_card,44.09
credit_card,25.78
credit_card,105.29
credit_card,169.5
credit_card,208.16
credit_card,33.85
credit_card,147.14
credit_card,130.21
boleto,211.79
credit_card,35.85
credit_card,104.7
boleto,84.83
credit_card,150.05
credit_card,86.8
boleto,167.42
credit_card,73.2
boleto,28.75
credit_card,48.67
credit_card,82.03
credit_card,352.55
boleto,225.97
credit_card,36.35
credit_card,245.27
credit_card,81.89
credit_card,25.79
voucher,36.69
credit_card,168.2
voucher,13.21
credit_card,103.26
boleto,113.71
boleto,109.72
credit_card,133.75
credit_card,118.01
boleto,179.87
boleto,63.6
boleto,77.66
credit_card,149.1
boleto,62.91
credit_card,27.77
credit_card,77.3
boleto,25.75
credit_card,115.44
credit_card,156.02
credit_card,85.62
credit_card,172.84
credit_card,49.68
credit_card,92.15
credit_card,205.02
voucher,2.42
credit_card,141.23
credit_card,25.84
credit_card,5.69
credit_card,152.09
credit_card,21.77
boleto,85.14
boleto,118.93
voucher,7.24
credit_card,125.4
credit_card,57.29
credit_card,35.77
credit_card,121.46
credit_card,54.27
credit_card,40.18
boleto,33.95
voucher,50.0
boleto,97.71
voucher,5.56
credit_card,63.27
credit_card,136.5
credit_card,405.08
credit_card,43.13
credit_card,28.34
voucher,100.0
credit_card,59.4
credit_card,26.3
credit_card,50.35
credit_card,41.46
credit_card,71.82
credit_card,96.43
credit_card,193.23
boleto,189.42
credit_card,55.1
credit_card,58.3
credit_card,106.07
credit_card,1.6
boleto,23.65
boleto,739.79
credit_card,237.98
boleto,82.98
credit_card,89.67
boleto,73.47
credit_card,27.25
credit_card,47.63
boleto,102.26
credit_card,321.48
credit_card,116.97
voucher,29.68
boleto,68.04
credit_card,39.09
credit_card,94.88
credit_card,368.11
voucher,25.0
credit_card,97.71
credit_card,60.74
credit_card,161.86
boleto,90.17
boleto,212.46
credit_card,34.95
credit_card,46.01
credit_card,150.02
credit_card,88.92
credit_card,108.38
boleto,85.49
credit_card,74.17
boleto,142.5
credit_card,136.5
boleto,69.49
credit_card,62.69
credit_card,61.28
voucher,15.48
credit_card,47.68
credit_card,130.01
credit_card,71.26
credit_card,22.29
credit_card,74.62
boleto,361.5
boleto,27.29
credit_card,146.13
credit_card,72.5
credit_card,157.27
credit_card,87.64
boleto,140.49
credit_card,105.29
boleto,75.72
credit_card,169.73
credit_card,66.09
credit_card,984.72
credit_card,38.0
credit_card,348.46
credit_card,98.69
credit_card,42.69
credit_card,143.49
credit_card,69.84
credit_card,402.49
credit_card,122.62
credit_card,302.64
credit_card,269.21
voucher,85.9
credit_card,92.57
voucher,90.83
credit_card,235.46
boleto,140.91
credit_card,121.62
credit_card,904.59
boleto,20.7
credit_card,121.17
credit_card,169.9
boleto,48.29
credit_card,36.89
boleto,54.18
voucher,1.06
credit_card,42.78
credit_card,241.72
boleto,96.43
credit_card,130.56
credit_card,323.96
credit_card,80.2
boleto,69.97
credit_card,157.22
boleto,169.95
credit_card,114.45
credit_card,118.1
credit_card,899.27
credit_card,129.62
credit_card,48.83
credit_card,39.69
boleto,89.15
credit_card,70.02
credit_card,150.7
credit_card,327.29
debit_card,56.78
credit_card,286.54
credit_card,213.37
credit_card,98.29
credit_card,177.54
credit_card,77.98
boleto,168.88
credit_card,51.6
credit_card,52.13
credit_card,61.72
credit_card,129.74
credit_card,38.41
boleto,75.65
credit_card,136.05
credit_card,90.18
boleto,53.09
credit_card,665.59
boleto,267.78
credit_card,17.29
credit_card,79.23
voucher,224.71
credit_card,67.54
credit_card,129.66
voucher,47.44
credit_card,28.17
credit_card,36.69
credit_card,127.41
credit_card,428.47
credit_card,118.02
credit_card,46.22
boleto,71.96
credit_card,127.54
credit_card,102.26
boleto,72.35
credit_card,54.99
credit_card,43.22
credit_card,87.64
credit_card,33.86
credit_card,205.85
boleto,108.5
credit_card,87.73
credit_card,67.72
voucher,50.0
credit_card,111.73
credit_card,43.09
credit_card,95.26
debit_card,29.95
credit_card,45.61
credit_card,30.05
credit_card,62.78
credit_card,31.8
boleto,128.42
credit_card,113.19
credit_card,93.72
voucher,149.99
credit_card,124.24
credit_card,84.75
credit_card,278.06
credit_card,210.08
boleto,93.49
credit_card,132.49
boleto,50.95
credit_card,115.35
credit_card,238.69
boleto,71.56
voucher,131.98
boleto,162.15
credit_card,44.65
credit_card,36.5
credit_card,81.98
credit_card,183.58
credit_card,85.81
credit_card,156.72
credit_card,57.43
boleto,55.01
boleto,21.04
credit_card,696.0
credit_card,332.22
credit_card,161.77
credit_card,42.03
credit_card,134.58
boleto,303.06
credit_card,88.87
credit_card,122.64
credit_card,225.67
credit_card,81.85
credit_card,60.85
credit_card,186.04
boleto,70.89
credit_card,34.36
boleto,56.4
credit_card,262.35
boleto,90.88
credit_card,326.82
credit_card,75.17
credit_card,89.21
boleto,34.64
credit_card,147.88
credit_card,86.99
credit_card,58.62
credit_card,97.16
credit_card,47.23
credit_card,172.04
credit_card,86.76
credit_card,68.37
credit_card,33.0
credit_card,139.43
boleto,61.15
boleto,82.8
boleto,37.13
credit_card,365.38
credit_card,124.52
boleto,66.79
boleto,173.36
credit_card,341.24
boleto,34.09
credit_card,81.52
credit_card,35.77
boleto,33.75
credit_card,176.15
credit_card,66.39
credit_card,46.69
credit_card,43.22
boleto,71.04
credit_card,565.91
credit_card,261.72
credit_card,139.99
boleto,113.85
credit_card,37.47
credit_card,70.03
boleto,36.0
credit_card,62.94
credit_card,83.93
credit_card,132.38
boleto,166.29
credit_card,246.26
boleto,35.24
credit_card,52.32
credit_card,149.16
credit_card,153.09
credit_card,15.86
credit_card,120.91
credit_card,134.08
voucher,105.38
boleto,37.38
voucher,98.54
credit_card,391.47
credit_card,137.44
credit_card,68.04
credit_card,71.07
credit_card,244.41
credit_card,62.38
credit_card,130.05
credit_card,62.0
boleto,165.48
credit_card,123.89
credit_card,91.61
credit_card,117.2
credit_card,193.56
credit_card,37.0
credit_card,34.89
credit_card,38.09
boleto,46.59
credit_card,32.38
credit_card,71.63
boleto,111.85
credit_card,63.9
credit_card,266.84
voucher,1.29
credit_card,73.62
credit_card,56.4
boleto,482.71
credit_card,264.49
credit_card,173.98
credit_card,411.38
credit_card,431.15
boleto,244.99
credit_card,31.75
credit_card,246.26
credit_card,97.88
credit_card,53.27
credit_card,103.25
credit_card,28.09
credit_card,116.24
credit_card,98.76
credit_card,223.1
credit_card,68.13
credit_card,122.17
credit_card,125.52
credit_card,291.72
credit_card,183.98
credit_card,5.1
voucher,63.42
credit_card,313.85
boleto,77.72
boleto,99.7
boleto,38.5
credit_card,126.31
credit_card,48.04
credit_card,140.05
credit_card,64.23
credit_card,118.8
credit_card,274.99
credit_card,134.59
boleto,34.0
credit_card,37.0
credit_card,43.5
voucher,205.41
credit_card,90.83
credit_card,129.64
credit_card,177.02
credit_card,189.37
credit_card,160.16
credit_card,87.71
credit_card,73.38
credit_card,41.09
credit_card,206.5
credit_card,152.24
boleto,112.96
credit_card,553.46
credit_card,97.45
credit_card,8.95
credit_card,199.79
credit_card,59.82
boleto,953.82
boleto,41.4
debit_card,48.27
credit_card,84.05
credit_card,63.51
credit_card,43.1
boleto,27.77
boleto,20.55
credit_card,156.27
boleto,150.37
credit_card,191.13
voucher,35.27
boleto,310.65
credit_card,63.88
credit_card,196.29
boleto,72.56
credit_card,40.0
credit_card,71.96
credit_card,27.68
credit_card,58.32
credit_card,18.37
credit_card,46.77
boleto,18.62
credit_card,79.52
credit_card,2.65
credit_card,64.0
credit_card,94.3
credit_card,69.53
boleto,128.72
credit_card,336.34
credit_card,149.7
credit_card,44.96
credit_card,93.37
credit_card,133.58
boleto,128.95
credit_card,47.68
credit_card,58.13
credit_card,173.27
credit_card,133.63
credit_card,63.52
credit_card,58.01
credit_card,98.51
credit_card,41.68
boleto,146.92
boleto,350.41
credit_card,215.92
credit_card,48.46
debit_card,74.56
credit_card,318.97
credit_card,145.53
credit_card,47.77
credit_card,104.79
boleto,67.83
boleto,148.35
credit_card,80.43
credit_card,53.41
credit_card,153.78
credit_card,285.96
credit_card,316.85
debit_card,195.1
boleto,1642.11
credit_card,121.39
boleto,163.89
boleto,203.08
credit_card,162.93
credit_card,64.1
credit_card,404.28
boleto,86.44
credit_card,239.51
credit_card,58.84
boleto,246.04
credit_card,41.13
credit_card,27.79
credit_card,125.97
credit_card,109.89
credit_card,70.83
boleto,56.78
credit_card,201.92
credit_card,91.96
credit_card,114.35
credit_card,13.42
boleto,155.45
credit_card,27.68
credit_card,53.22
credit_card,1090.68
credit_card,82.68
credit_card,294.7
credit_card,187.28
voucher,129.99
credit_card,164.79
credit_card,133.58
boleto,26.77
boleto,55.78
credit_card,324.58
credit_card,78.54
credit_card,68.8
credit_card,303.68
boleto,96.55
credit_card,117.4
credit_card,78.09
boleto,26.13
credit_card,31.43
credit_card,304.95
credit_card,22.84
credit_card,44.09
credit_card,30.75
credit_card,96.01
boleto,41.96
credit_card,49.34
credit_card,74.21
boleto,19.86
credit_card,60.75
credit_card,75.05
credit_card,194.87
credit_card,96.45
credit_card,220.0
credit_card,140.67
voucher,55.28
credit_card,526.36
credit_card,61.73
credit_card,310.5
credit_card,101.06
credit_card,126.61
boleto,114.89
boleto,138.82
credit_card,57.53
credit_card,108.58
credit_card,10.61
credit_card,42.78
boleto,75.07
credit_card,84.84
credit_card,30.04
credit_card,208.38
credit_card,262.86
credit_card,489.09
credit_card,155.45
credit_card,101.03
credit_card,1378.79
credit_card,353.36
credit_card,65.17
credit_card,79.33
credit_card,162.75
credit_card,148.06
credit_card,88.06
boleto,93.85
credit_card,77.16
boleto,309.22
credit_card,96.42
credit_card,7.63
boleto,171.3
credit_card,41.69
credit_card,31.13
credit_card,319.72
credit_card,74.46
credit_card,45.11
credit_card,299.74
credit_card,97.26
boleto,42.78
credit_card,195.71
credit_card,181.24
credit_card,115.94
credit_card,102.66
credit_card,85.14
credit_card,373.79
credit_card,54.09
credit_card,1246.42
credit_card,163.57
credit_card,157.41
boleto,146.68
credit_card,28.0
voucher,65.18
debit_card,46.68
credit_card,24.75
credit_card,22.69
credit_card,47.74
credit_card,113.35
voucher,18.36
credit_card,181.73
credit_card,221.1
credit_card,167.96
debit_card,118.67
credit_card,55.63
boleto,18.52
boleto,89.55
credit_card,35.92
credit_card,113.71
credit_card,175.94
credit_card,161.84
credit_card,148.91
credit_card,316.92
credit_card,189.37
credit_card,137.27
credit_card,110.0
boleto,76.08
credit_card,97.78
credit_card,114.91
credit_card,199.87
boleto,78.07
credit_card,144.58
boleto,307.14
boleto,55.09
credit_card,105.16
credit_card,52.29
credit_card,77.38
voucher,30.22
credit_card,89.93
credit_card,110.85
voucher,7.02
credit_card,76.66
credit_card,85.6
credit_card,508.77
credit_card,108.27
credit_card,185.93
credit_card,218.08
credit_card,34.64
credit_card,56.6
credit_card,373.17
boleto,717.61
credit_card,1.43
credit_card,72.14
credit_card,138.09
credit_card,32.68
credit_card,732.85
credit_card,60.57
credit_card,45.24
credit_card,35.0
credit_card,72.75
boleto,37.51
credit_card,59.09
boleto,219.75
boleto,27.5
credit_card,208.78
voucher,255.29
credit_card,231.27
credit_card,18.62
credit_card,536.6
credit_card,138.1
debit_card,239.6
credit_card,61.0
credit_card,178.74
boleto,44.02
voucher,20.96
voucher,7.73
boleto,52.73
credit_card,46.05
credit_card,97.26
credit_card,200.06
credit_card,313.09
credit_card,75.17
credit_card,40.86
credit_card,128.1
credit_card,92.8
credit_card,104.76
boleto,174.65
credit_card,191.91
credit_card,121.38
credit_card,65.71
credit_card,181.92
credit_card,116.67
boleto,183.67
credit_card,35.06
boleto,419.79
credit_card,162.41
boleto,60.37
voucher,35.11
credit_card,115.45
credit_card,91.06
credit_card,86.15
credit_card,101.73
credit_card,151.52
credit_card,273.69
credit_card,316.73
credit_card,524.86
credit_card,58.0
credit_card,75.22
credit_card,10.47
credit_card,201.75
credit_card,78.66
credit_card,49.63
voucher,35.02
boleto,21.16
credit_card,176.78
credit_card,44.08
credit_card,181.24
credit_card,86.02
credit_card,204.28
credit_card,210.8
credit_card,280.32
debit_card,102.87
credit_card,113.35
credit_card,20.7
boleto,165.03
boleto,154.73
credit_card,100.21
credit_card,192.76
credit_card,195.5
voucher,24.18
credit_card,215.72
boleto,473.15
credit_card,54.58
credit_card,70.0
credit_card,39.09
credit_card,134.01
credit_card,20.87
credit_card,80.21
boleto,127.42
boleto,106.25
credit_card,91.41
credit_card,45.86
credit_card,68.18
credit_card,59.73
credit_card,106.39
credit_card,37.77
credit_card,547.47
credit_card,194.02
credit_card,325.7
credit_card,32.43
credit_card,68.37
credit_card,40.09
voucher,4.04
boleto,133.22
credit_card,283.42
credit_card,31.91
credit_card,76.17
credit_card,122.07
boleto,41.62
credit_card,70.83
boleto,112.81
credit_card,95.02
credit_card,105.49
boleto,31.0
credit_card,141.74
credit_card,37.77
credit_card,132.88
voucher,131.07
credit_card,52.85
credit_card,1066.86
credit_card,45.09
credit_card,194.44
credit_card,60.75
credit_card,173.88
credit_card,675.01
credit_card,182.94
credit_card,514.98
credit_card,0.59
voucher,68.89
boleto,274.15
debit_card,67.24
credit_card,63.27
credit_card,145.56
credit_card,145.9
credit_card,225.11
credit_card,137.3
voucher,171.69
credit_card,36.69
credit_card,179.98
boleto,63.12
credit_card,133.25
credit_card,410.91
credit_card,83.56
credit_card,243.43
credit_card,137.14
boleto,73.4
credit_card,246.36
credit_card,62.41
credit_card,168.02
credit_card,223.41
boleto,73.56
credit_card,64.0
credit_card,96.43
debit_card,28.7
credit_card,102.03
credit_card,51.63
credit_card,76.08
boleto,159.6
credit_card,32.43
voucher,8.46
voucher,33.85
credit_card,198.11
credit_card,1.82
boleto,51.38
boleto,608.28
credit_card,131.95
boleto,115.37
boleto,25.78
credit_card,28.38
credit_card,303.54
voucher,54.98
credit_card,76.17
credit_card,158.29
credit_card,263.29
boleto,84.48
credit_card,25.78
credit_card,59.09
credit_card,117.31
credit_card,227.26
boleto,74.41
boleto,119.88
boleto,34.71
credit_card,251.68
credit_card,65.18
credit_card,15.24
credit_card,167.2
credit_card,119.25
voucher,200.0
boleto,22.33
credit_card,98.56
credit_card,62.59
credit_card,145.59
credit_card,50.85
credit_card,24.66
boleto,93.79
credit_card,299.85
credit_card,44.0
credit_card,85.37
boleto,147.25
voucher,34.66
credit_card,105.18
credit_card,72.28
credit_card,418.5
credit_card,50.46
credit_card,91.77
credit_card,561.01
boleto,177.93
credit_card,206.87
credit_card,519.74
boleto,40.27
boleto,96.01
voucher,100.0
credit_card,113.62
debit_card,215.5
debit_card,55.85
credit_card,75.07
credit_card,70.38
credit_card,37.37
credit_card,181.21
boleto,83.55
boleto,49.56
boleto,88.83
credit_card,277.08
credit_card,148.06
credit_card,235.83
credit_card,241.83
boleto,99.52
credit_card,66.69
credit_card,21.81
credit_card,325.89
voucher,55.75
credit_card,420.05
credit_card,38.63
credit_card,63.27
boleto,66.1
credit_card,37.47
credit_card,173.99
credit_card,71.04
credit_card,86.15
credit_card,146.78
credit_card,3.54
credit_card,301.62
credit_card,31.22
credit_card,196.35
credit_card,125.03
boleto,53.1
credit_card,283.7
boleto,161.06
credit_card,49.42
credit_card,72.34
boleto,120.9
credit_card,129.91
boleto,67.58
credit_card,51.69
credit_card,203.03
credit_card,62.69
credit_card,71.78
credit_card,80.11
credit_card,115.0
credit_card,373.14
credit_card,46.01
credit_card,59.1
credit_card,357.81
credit_card,31.38
credit_card,68.3
credit_card,41.96
boleto,57.11
credit_card,882.46
credit_card,260.0
boleto,94.3
credit_card,139.31
credit_card,61.76
credit_card,64.87
boleto,419.44
credit_card,8.09
credit_card,352.76
credit_card,223.88
credit_card,120.48
credit_card,74.58
credit_card,102.06
credit_card,368.6
credit_card,192.11
credit_card,113.1
credit_card,14.01
credit_card,31.78
credit_card,92.85
debit_card,107.42
credit_card,84.63
credit_card,546.45
credit_card,544.18
credit_card,132.94
credit_card,76.05
boleto,881.38
credit_card,122.41
credit_card,78.37
credit_card,473.84
credit_card,137.03
credit_card,94.65
credit_card,497.44
voucher,20.0
credit_card,193.5
boleto,571.48
credit_card,146.48
credit_card,385.03
credit_card,35.82
credit_card,32.37
boleto,144.31
credit_card,22.39
credit_card,35.77
boleto,175.86
credit_card,38.71
credit_card,166.23
credit_card,142.13
credit_card,31.09
boleto,39.24
boleto,61.13
credit_card,31.95
credit_card,77.61
debit_card,138.54
debit_card,64.26
credit_card,38.37
boleto,117.08
credit_card,117.53
boleto,181.51
credit_card,50.56
boleto,80.0
credit_card,40.55
boleto,110.33
credit_card,133.57
boleto,162.6
credit_card,80.77
credit_card,54.59
credit_card,39.24
credit_card,195.48
credit_card,35.69
boleto,31.29
credit_card,102.78
credit_card,73.34
credit_card,319.34
boleto,182.91
credit_card,67.05
boleto,123.0
credit_card,780.98
credit_card,72.43
credit_card,96.02
boleto,48.61
credit_card,111.07
credit_card,84.79
credit_card,29.51
boleto,214.12
voucher,96.8
credit_card,65.0
credit_card,218.35
credit_card,70.26
credit_card,64.64
credit_card,94.58
boleto,161.46
credit_card,27.69
boleto,348.07
debit_card,108.36
credit_card,213.5
credit_card,10.82
credit_card,56.08
credit_card,79.61
boleto,110.3
credit_card,318.34
credit_card,319.94
credit_card,326.53
credit_card,240.35
credit_card,116.94
credit_card,105.38
credit_card,464.08
credit_card,107.39
credit_card,598.95
boleto,62.53
credit_card,107.58
credit_card,34.09
credit_card,98.85
credit_card,219.19
credit_card,28.0
credit_card,329.65
credit_card,571.85
credit_card,165.11
credit_card,87.62
boleto,600.74
voucher,28.09
credit_card,64.1
credit_card,69.79
credit_card,75.1
credit_card,398.42
credit_card,131.46
credit_card,177.49
voucher,52.33
credit_card,262.16
boleto,136.49
credit_card,108.88
boleto,44.08
credit_card,138.41
boleto,71.14
credit_card,52.92
credit_card,32.78
boleto,202.87
credit_card,80.52
boleto,219.63
credit_card,109.5
credit_card,1356.8
credit_card,122.65
credit_card,113.78
boleto,122.96
credit_card,84.45
credit_card,106.31
credit_card,46.0
credit_card,143.12
boleto,167.14
credit_card,85.58
credit_card,21.04
boleto,33.34
boleto,120.91
boleto,80.29
boleto,144.41
credit_card,49.24
credit_card,173.67
credit_card,37.77
boleto,464.21
boleto,25.77
credit_card,170.16
credit_card,148.13
credit_card,98.0
credit_card,86.73
credit_card,63.5
credit_card,132.95
boleto,61.5
credit_card,83.73
credit_card,47.76
credit_card,185.9
credit_card,42.1
credit_card,65.62
credit_card,83.72
debit_card,91.21
credit_card,167.24
credit_card,304.52
boleto,112.71
voucher,54.6
credit_card,22.84
credit_card,269.23
boleto,57.16
credit_card,102.74
credit_card,107.68
voucher,58.87
credit_card,38.09
credit_card,209.2
boleto,122.76
credit_card,169.0
boleto,22.0
credit_card,86.19
credit_card,99.43
credit_card,102.03
credit_card,35.77
credit_card,147.15
boleto,73.15
credit_card,353.21
credit_card,142.43
credit_card,139.8
credit_card,57.59
credit_card,84.61
credit_card,51.15
credit_card,77.59
voucher,1.47
credit_card,221.02
credit_card,305.59
boleto,31.84
boleto,43.22
credit_card,651.05
credit_card,45.09
credit_card,213.83
credit_card,125.97
credit_card,182.69
credit_card,502.14
credit_card,189.19
credit_card,408.12
credit_card,190.57
credit_card,55.96
voucher,28.72
boleto,149.54
credit_card,176.71
boleto,209.49
credit_card,115.34
credit_card,94.94
credit_card,27.08
credit_card,343.65
credit_card,37.9
credit_card,162.89
boleto,328.06
credit_card,31.9
credit_card,133.64
credit_card,4.53
credit_card,75.07
boleto,70.03
boleto,37.83
credit_card,103.64
boleto,235.7
credit_card,57.77
boleto,105.28
credit_card,127.76
credit_card,42.51
voucher,103.91
boleto,19.78
credit_card,88.74
credit_card,144.43
credit_card,67.5
credit_card,50.93
credit_card,75.22
boleto,133.49
voucher,58.69
credit_card,145.71
credit_card,33.99
credit_card,34.68
credit_card,216.75
credit_card,207.24
boleto,34.13
credit_card,104.94
boleto,120.0
credit_card,76.97
credit_card,112.96
credit_card,31.75
credit_card,268.59
credit_card,131.61
credit_card,185.14
boleto,49.42
credit_card,75.79
credit_card,217.64
credit_card,73.34
credit_card,43.1
credit_card,94.63
boleto,27.75
boleto,147.38
boleto,68.89
credit_card,172.3
credit_card,152.78
credit_card,408.9
credit_card,65.11
credit_card,84.44
credit_card,44.0
credit_card,258.9
credit_card,45.21
boleto,37.38
credit_card,87.72
boleto,76.66
credit_card,119.48
credit_card,162.96
boleto,114.9
credit_card,71.04
credit_card,274.08
credit_card,30.68
credit_card,77.08
credit_card,45.69
credit_card,264.87
voucher,29.83
voucher,3.36
boleto,115.01
credit_card,58.03
credit_card,116.94
credit_card,96.02
credit_card,138.06
credit_card,85.37
voucher,99.95
credit_card,71.45
credit_card,32.58
credit_card,78.03
boleto,90.39
voucher,0.21
debit_card,93.13
boleto,24.72
credit_card,174.74
credit_card,1012.91
boleto,58.71
boleto,62.78
credit_card,487.16
credit_card,68.78
credit_card,200.45
voucher,73.01
boleto,421.39
boleto,48.0
boleto,65.35
credit_card,182.69
credit_card,72.77
credit_card,336.54
credit_card,148.7
credit_card,177.37
credit_card,81.0
credit_card,81.2
credit_card,121.7
boleto,124.39
credit_card,223.7
credit_card,275.98
credit_card,882.92
credit_card,440.17
boleto,82.22
boleto,171.44
credit_card,65.53
credit_card,67.56
credit_card,134.64
boleto,49.79
credit_card,188.94
boleto,158.38
credit_card,48.07
credit_card,97.87
boleto,114.68
credit_card,164.06
credit_card,31.52
credit_card,201.84
credit_card,128.5
credit_card,73.92
boleto,95.67
credit_card,71.04
boleto,139.43
boleto,513.22
