instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_C,atemp_C,windspeed_kph,humidity_pct
308,2011-11-04,Dingin,0,11,0,Jumat,1,Berkabut + Mendung,0.403333,0.403392,0.6225,0.271779,470,3576,4046,16.536653,20.1696,18.209193,62.25000000000001
309,2011-11-05,Dingin,0,11,0,Sabtu,0,Cerah / Sedikit Awan,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,13.393346999999999,16.1927,12.667154,51.916700000000006
310,2011-11-06,Dingin,0,11,0,Minggu,0,Cerah / Sedikit Awan,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,14.281653,18.117900000000002,6.1676314,73.4583
311,2011-11-07,Dingin,0,11,0,Senin,1,Cerah / Sedikit Awan,0.395,0.400871,0.75875,0.057225,373,3662,4035,16.195,20.04355,3.834075,75.875
312,2011-11-08,Dingin,0,11,0,Selasa,1,Cerah / Sedikit Awan,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,16.741653,20.6123,4.6255125,72.16669999999999
313,2011-11-09,Dingin,0,11,0,Rabu,1,Cerah / Sedikit Awan,0.4,0.409079,0.758333,0.0621958,305,3804,4109,16.400000000000002,20.453950000000003,4.1671186,75.83330000000001
314,2011-11-10,Dingin,0,11,0,Kamis,1,Berkabut + Mendung,0.38,0.373721,0.813333,0.189067,190,2743,2933,15.58,18.68605,12.667489000000002,81.3333
315,2011-11-11,Dingin,0,11,1,Jumat,0,Cerah / Sedikit Awan,0.324167,0.306817,0.44625,0.314675,440,2928,3368,13.290847,15.34085,21.083225,44.625
316,2011-11-12,Dingin,0,11,0,Sabtu,0,Cerah / Sedikit Awan,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,14.623347,17.8971,14.208154,55.2917
317,2011-11-13,Dingin,0,11,0,Minggu,0,Cerah / Sedikit Awan,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,18.074153,21.5275,18.875307,45.8333
318,2011-11-14,Dingin,0,11,0,Senin,1,Cerah / Sedikit Awan,0.53,0.524612,0.587083,0.306596,595,3891,4486,21.73,26.2306,20.541932,58.7083
319,2011-11-15,Dingin,0,11,0,Selasa,1,Berkabut + Mendung,0.53,0.507579,0.68875,0.199633,449,3746,4195,21.73,25.37895,13.375411,68.875
320,2011-11-16,Dingin,0,11,0,Rabu,1,Hujan / Salju Ringan,0.456667,0.451988,0.93,0.136829,145,1672,1817,18.723347,22.5994,9.167543,93.0
321,2011-11-17,Dingin,0,11,0,Kamis,1,Berkabut + Mendung,0.341667,0.323221,0.575833,0.305362,139,2914,3053,14.008347,16.16105,20.459254,57.5833
322,2011-11-18,Dingin,0,11,0,Jumat,1,Cerah / Sedikit Awan,0.274167,0.272721,0.41,0.168533,245,3147,3392,11.240847,13.63605,11.291711,41.0
323,2011-11-19,Dingin,0,11,0,Sabtu,0,Cerah / Sedikit Awan,0.329167,0.324483,0.502083,0.224496,943,2720,3663,13.495847,16.22415,15.041232,50.208299999999994
324,2011-11-20,Dingin,0,11,0,Minggu,0,Berkabut + Mendung,0.463333,0.457058,0.684583,0.18595,787,2733,3520,18.996653,22.8529,12.45865,68.45830000000001
325,2011-11-21,Dingin,0,11,0,Senin,1,Hujan / Salju Ringan,0.4475,0.445062,0.91,0.138054,220,2545,2765,18.3475,22.2531,9.249618,91.0
326,2011-11-22,Dingin,0,11,0,Selasa,1,Hujan / Salju Ringan,0.416667,0.421696,0.9625,0.118792,69,1538,1607,17.083347,21.0848,7.959064,96.25
327,2011-11-23,Dingin,0,11,0,Rabu,1,Berkabut + Mendung,0.440833,0.430537,0.757917,0.335825,112,2454,2566,18.074153,21.52685,22.500275,75.79169999999999
328,2011-11-24,Dingin,0,11,1,Kamis,0,Cerah / Sedikit Awan,0.373333,0.372471,0.549167,0.167304,560,935,1495,15.306653,18.62355,11.209368000000001,54.9167
329,2011-11-25,Dingin,0,11,0,Jumat,1,Cerah / Sedikit Awan,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,15.375,19.033549999999998,6.6260186,64.375
330,2011-11-26,Dingin,0,11,0,Sabtu,0,Cerah / Sedikit Awan,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,15.409152999999998,19.254350000000002,4.5841936,68.1667
331,2011-11-27,Dingin,0,11,0,Minggu,0,Cerah / Sedikit Awan,0.459167,0.4558,0.698333,0.208954,810,2261,3071,18.825847,22.79,13.999918,69.8333
332,2011-11-28,Dingin,0,11,0,Senin,1,Cerah / Sedikit Awan,0.503478,0.490122,0.743043,0.142122,253,3614,3867,20.642598,24.5061,9.522174,74.3043
333,2011-11-29,Dingin,0,11,0,Selasa,1,Berkabut + Mendung,0.458333,0.451375,0.830833,0.258092,96,2818,2914,18.791653,22.56875,17.292164,83.08330000000001
334,2011-11-30,Dingin,0,11,0,Rabu,1,Cerah / Sedikit Awan,0.325,0.311221,0.613333,0.271158,188,3425,3613,13.325000000000001,15.561050000000002,18.167586,61.3333
335,2011-12-01,Dingin,0,12,0,Kamis,1,Cerah / Sedikit Awan,0.3125,0.305554,0.524583,0.220158,182,3545,3727,12.8125,15.2777,14.750586,52.4583
336,2011-12-02,Dingin,0,12,0,Jumat,1,Cerah / Sedikit Awan,0.314167,0.331433,0.625833,0.100754,268,3672,3940,12.880847,16.571649999999998,6.750518,62.583299999999994
337,2011-12-03,Dingin,0,12,0,Sabtu,0,Cerah / Sedikit Awan,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,12.265847,15.530199999999999,6.4174811,61.291700000000006
338,2011-12-04,Dingin,0,12,0,Minggu,0,Cerah / Sedikit Awan,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,13.564153,17.455000000000002,5.6252061,77.5833
339,2011-12-05,Dingin,0,12,0,Senin,1,Berkabut + Mendung,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,15.819153,19.696250000000003,4.1679561000000005,82.70830000000001
340,2011-12-06,Dingin,0,12,0,Selasa,1,Hujan / Salju Ringan,0.4625,0.4564,0.949583,0.232583,126,2468,2594,18.962500000000002,22.82,15.583061,94.9583
341,2011-12-07,Dingin,0,12,0,Rabu,1,Hujan / Salju Ringan,0.41,0.400246,0.970417,0.266175,50,655,705,16.81,20.0123,17.833725,97.04169999999999
342,2011-12-08,Dingin,0,12,0,Kamis,1,Cerah / Sedikit Awan,0.265833,0.256938,0.58,0.240058,150,3172,3322,10.899153,12.8469,16.083886,57.99999999999999
343,2011-12-09,Dingin,0,12,0,Jumat,1,Cerah / Sedikit Awan,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,11.924153,15.877099999999999,5.5420189,69.58330000000001
344,2011-12-10,Dingin,0,12,0,Sabtu,0,Cerah / Sedikit Awan,0.275,0.266412,0.5075,0.233221,502,2688,3190,11.275,13.320599999999999,15.625807,50.74999999999999
345,2011-12-11,Dingin,0,12,0,Minggu,0,Cerah / Sedikit Awan,0.220833,0.253154,0.49,0.0665417,377,2366,2743,9.054153,12.6577,4.458293899999999,49.0
346,2011-12-12,Dingin,0,12,0,Senin,1,Cerah / Sedikit Awan,0.238333,0.270196,0.670833,0.06345,143,3167,3310,9.771652999999999,13.5098,4.251150000000001,67.08330000000001
347,2011-12-13,Dingin,0,12,0,Selasa,1,Cerah / Sedikit Awan,0.2825,0.301138,0.59,0.14055,155,3368,3523,11.5825,15.0569,9.41685,59.0
348,2011-12-14,Dingin,0,12,0,Rabu,1,Berkabut + Mendung,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,13.0175,16.9181,4.0842061,66.375
349,2011-12-15,Dingin,0,12,0,Kamis,1,Berkabut + Mendung,0.4225,0.412237,0.634167,0.268042,181,3528,3709,17.322499999999998,20.61185,17.958814,63.416700000000006
350,2011-12-16,Dingin,0,12,0,Jumat,1,Berkabut + Mendung,0.375,0.359825,0.500417,0.260575,178,3399,3577,15.375,17.99125,17.458525,50.0417
351,2011-12-17,Dingin,0,12,0,Sabtu,0,Berkabut + Mendung,0.258333,0.249371,0.560833,0.243167,275,2464,2739,10.591652999999999,12.46855,16.292189,56.0833
352,2011-12-18,Dingin,0,12,0,Minggu,0,Cerah / Sedikit Awan,0.238333,0.245579,0.58625,0.169779,220,2211,2431,9.771652999999999,12.27895,11.375193000000001,58.62500000000001
353,2011-12-19,Dingin,0,12,0,Senin,1,Cerah / Sedikit Awan,0.276667,0.280933,0.6375,0.172896,260,3143,3403,11.343347,14.04665,11.584031999999999,63.74999999999999
354,2011-12-20,Dingin,0,12,0,Selasa,1,Berkabut + Mendung,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,15.819153,19.822699999999998,4.1252436,59.5417
355,2011-12-21,Semi,0,12,0,Rabu,1,Berkabut + Mendung,0.428333,0.428017,0.858333,0.2214,107,2553,2660,17.561653,21.40085,14.8338,85.83330000000001
356,2011-12-22,Semi,0,12,0,Kamis,1,Berkabut + Mendung,0.423333,0.426121,0.7575,0.047275,227,2841,3068,17.356653,21.306050000000003,3.1674249999999997,75.75
357,2011-12-23,Semi,0,12,0,Jumat,1,Cerah / Sedikit Awan,0.373333,0.377513,0.68625,0.274246,163,2046,2209,15.306653,18.87565,18.374482,68.625
358,2011-12-24,Semi,0,12,0,Sabtu,0,Cerah / Sedikit Awan,0.3025,0.299242,0.5425,0.190304,155,856,1011,12.4025,14.9621,12.750368,54.25
359,2011-12-25,Semi,0,12,0,Minggu,0,Cerah / Sedikit Awan,0.274783,0.279961,0.681304,0.155091,303,451,754,11.266103,13.998050000000001,10.391097,68.13040000000001
360,2011-12-26,Semi,0,12,1,Senin,0,Cerah / Sedikit Awan,0.321739,0.315535,0.506957,0.239465,430,887,1317,13.191299,15.77675,16.044155,50.6957
361,2011-12-27,Semi,0,12,0,Selasa,1,Berkabut + Mendung,0.325,0.327633,0.7625,0.18845,103,1059,1162,13.325000000000001,16.38165,12.62615,76.25
362,2011-12-28,Semi,0,12,0,Rabu,1,Cerah / Sedikit Awan,0.29913,0.279974,0.503913,0.293961,255,2047,2302,12.264330000000001,13.9987,19.695386999999997,50.39130000000001
363,2011-12-29,Semi,0,12,0,Kamis,1,Cerah / Sedikit Awan,0.248333,0.263892,0.574167,0.119412,254,2169,2423,10.181653,13.194600000000001,8.000604000000001,57.4167
364,2011-12-30,Semi,0,12,0,Jumat,1,Cerah / Sedikit Awan,0.311667,0.318812,0.636667,0.134337,491,2508,2999,12.778347000000002,15.9406,9.000579,63.6667
365,2011-12-31,Semi,0,12,0,Sabtu,0,Cerah / Sedikit Awan,0.41,0.414121,0.615833,0.220154,665,1820,2485,16.81,20.70605,14.750318,61.583299999999994
366,2012-01-01,Semi,1,1,0,Minggu,0,Cerah / Sedikit Awan,0.37,0.375621,0.6925,0.192167,686,1608,2294,15.17,18.78105,12.875189,69.25
367,2012-01-02,Semi,1,1,1,Senin,0,Cerah / Sedikit Awan,0.273043,0.252304,0.381304,0.329665,244,1707,1951,11.194763,12.615199999999998,22.087555,38.130399999999995
368,2012-01-03,Semi,1,1,0,Selasa,1,Cerah / Sedikit Awan,0.15,0.126275,0.44125,0.365671,89,2147,2236,6.1499999999999995,6.31375,24.499957000000002,44.125
369,2012-01-04,Semi,1,1,0,Rabu,1,Berkabut + Mendung,0.1075,0.119337,0.414583,0.1847,95,2273,2368,4.4075,5.96685,12.3749,41.4583
370,2012-01-05,Semi,1,1,0,Kamis,1,Cerah / Sedikit Awan,0.265833,0.278412,0.524167,0.129987,140,3132,3272,10.899153,13.9206,8.709128999999999,52.416700000000006
371,2012-01-06,Semi,1,1,0,Jumat,1,Cerah / Sedikit Awan,0.334167,0.340267,0.542083,0.167908,307,3791,4098,13.700847,17.01335,11.249836,54.2083
372,2012-01-07,Semi,1,1,0,Sabtu,0,Cerah / Sedikit Awan,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,16.126653,19.53895,11.708786,53.1667
373,2012-01-08,Semi,1,1,0,Minggu,0,Cerah / Sedikit Awan,0.3375,0.340258,0.465,0.191542,599,2826,3425,13.8375,17.012900000000002,12.833314,46.5
374,2012-01-09,Semi,1,1,0,Senin,1,Berkabut + Mendung,0.224167,0.247479,0.701667,0.0989,106,2270,2376,9.190847,12.37395,6.6263000000000005,70.1667
375,2012-01-10,Semi,1,1,0,Selasa,1,Cerah / Sedikit Awan,0.308696,0.318826,0.646522,0.187552,173,3425,3598,12.656536000000001,15.9413,12.565984,64.65220000000001
376,2012-01-11,Semi,1,1,0,Rabu,1,Berkabut + Mendung,0.274167,0.282821,0.8475,0.131221,92,2085,2177,11.240847,14.14105,8.791807,84.75
377,2012-01-12,Semi,1,1,0,Kamis,1,Berkabut + Mendung,0.3825,0.381938,0.802917,0.180967,269,3828,4097,15.682500000000001,19.0969,12.124789,80.2917
378,2012-01-13,Semi,1,1,0,Jumat,1,Cerah / Sedikit Awan,0.274167,0.249362,0.5075,0.378108,174,3040,3214,11.240847,12.4681,25.333236,50.74999999999999
379,2012-01-14,Semi,1,1,0,Sabtu,0,Cerah / Sedikit Awan,0.18,0.183087,0.4575,0.187183,333,2160,2493,7.38,9.15435,12.541260999999999,45.75
380,2012-01-15,Semi,1,1,0,Minggu,0,Cerah / Sedikit Awan,0.166667,0.161625,0.419167,0.251258,284,2027,2311,6.833347000000001,8.081249999999999,16.834286,41.9167
381,2012-01-16,Semi,1,1,1,Senin,0,Cerah / Sedikit Awan,0.19,0.190663,0.5225,0.231358,217,2081,2298,7.79,9.53315,15.500986000000001,52.25
382,2012-01-17,Semi,1,1,0,Selasa,1,Berkabut + Mendung,0.373043,0.364278,0.716087,0.34913,127,2808,2935,15.294763,18.2139,23.39171,71.6087
383,2012-01-18,Semi,1,1,0,Rabu,1,Cerah / Sedikit Awan,0.303333,0.275254,0.443333,0.415429,109,3267,3376,12.436653000000002,13.7627,27.833743,44.333299999999994
384,2012-01-19,Semi,1,1,0,Kamis,1,Cerah / Sedikit Awan,0.19,0.190038,0.4975,0.220158,130,3162,3292,7.79,9.501900000000001,14.750586,49.75
385,2012-01-20,Semi,1,1,0,Jumat,1,Berkabut + Mendung,0.2175,0.220958,0.45,0.20275,115,3048,3163,8.9175,11.047899999999998,13.58425,45.0
386,2012-01-21,Semi,1,1,0,Sabtu,0,Berkabut + Mendung,0.173333,0.174875,0.83125,0.222642,67,1234,1301,7.106653,8.74375,14.917014,83.125
387,2012-01-22,Semi,1,1,0,Minggu,0,Berkabut + Mendung,0.1625,0.16225,0.79625,0.199638,196,1781,1977,6.6625000000000005,8.1125,13.375746000000001,79.625
388,2012-01-23,Semi,1,1,0,Senin,1,Berkabut + Mendung,0.218333,0.243058,0.91125,0.110708,145,2287,2432,8.951653,12.152899999999999,7.417436,91.125
389,2012-01-24,Semi,1,1,0,Selasa,1,Cerah / Sedikit Awan,0.3425,0.349108,0.835833,0.123767,439,3900,4339,14.0425,17.455399999999997,8.292389,83.58330000000001
390,2012-01-25,Semi,1,1,0,Rabu,1,Cerah / Sedikit Awan,0.294167,0.294821,0.64375,0.161071,467,3803,4270,12.060847,14.74105,10.791756999999999,64.375
391,2012-01-26,Semi,1,1,0,Kamis,1,Berkabut + Mendung,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,14.008347,17.8025,4.9175186,76.95830000000001
392,2012-01-27,Semi,1,1,0,Jumat,1,Berkabut + Mendung,0.425,0.415383,0.74125,0.342667,269,3187,3456,17.425,20.76915,22.958689,74.125
393,2012-01-28,Semi,1,1,0,Sabtu,0,Cerah / Sedikit Awan,0.315833,0.326379,0.543333,0.210829,775,3248,4023,12.949152999999999,16.318949999999997,14.125542999999999,54.333299999999994
394,2012-01-29,Semi,1,1,0,Minggu,0,Cerah / Sedikit Awan,0.2825,0.272721,0.31125,0.24005,558,2685,3243,11.5825,13.63605,16.08335,31.125000000000004
395,2012-01-30,Semi,1,1,0,Senin,1,Cerah / Sedikit Awan,0.269167,0.262625,0.400833,0.215792,126,3498,3624,11.035847,13.13125,14.458064,40.0833
396,2012-01-31,Semi,1,1,0,Selasa,1,Cerah / Sedikit Awan,0.39,0.381317,0.416667,0.261817,324,4185,4509,15.99,19.06585,17.541739,41.6667
397,2012-02-01,Semi,1,2,0,Rabu,1,Cerah / Sedikit Awan,0.469167,0.466538,0.507917,0.189067,304,4275,4579,19.235847,23.326900000000002,12.667489000000002,50.79169999999999
398,2012-02-02,Semi,1,2,0,Kamis,1,Berkabut + Mendung,0.399167,0.398971,0.672917,0.187187,190,3571,3761,16.365847,19.94855,12.541528999999999,67.29169999999999
399,2012-02-03,Semi,1,2,0,Jumat,1,Cerah / Sedikit Awan,0.313333,0.309346,0.526667,0.178496,310,3841,4151,12.846652999999998,15.4673,11.959232,52.6667
400,2012-02-04,Semi,1,2,0,Sabtu,0,Berkabut + Mendung,0.264167,0.272725,0.779583,0.121896,384,2448,2832,10.830846999999999,13.63625,8.167032,77.95830000000001
401,2012-02-05,Semi,1,2,0,Minggu,0,Berkabut + Mendung,0.265833,0.264521,0.687917,0.175996,318,2629,2947,10.899153,13.22605,11.791732000000001,68.7917
402,2012-02-06,Semi,1,2,0,Senin,1,Cerah / Sedikit Awan,0.282609,0.296426,0.622174,0.1538,206,3578,3784,11.586969,14.8213,10.304599999999999,62.2174
403,2012-02-07,Semi,1,2,0,Selasa,1,Cerah / Sedikit Awan,0.354167,0.361104,0.49625,0.147379,199,4176,4375,14.520847,18.0552,9.874393000000001,49.625
404,2012-02-08,Semi,1,2,0,Rabu,1,Berkabut + Mendung,0.256667,0.266421,0.722917,0.133721,109,2693,2802,10.523347,13.321050000000001,8.959307,72.2917
405,2012-02-09,Semi,1,2,0,Kamis,1,Cerah / Sedikit Awan,0.265,0.261988,0.562083,0.194037,163,3667,3830,10.865,13.0994,13.000478999999999,56.2083
406,2012-02-10,Semi,1,2,0,Jumat,1,Berkabut + Mendung,0.280833,0.293558,0.54,0.116929,227,3604,3831,11.514153,14.6779,7.834243000000001,54.0
407,2012-02-11,Semi,1,2,0,Sabtu,0,Hujan / Salju Ringan,0.224167,0.210867,0.73125,0.289796,192,1977,2169,9.190847,10.54335,19.416332,73.125
408,2012-02-12,Semi,1,2,0,Minggu,0,Cerah / Sedikit Awan,0.1275,0.101658,0.464583,0.409212,73,1456,1529,5.2275,5.0828999999999995,27.417204,46.4583
409,2012-02-13,Semi,1,2,0,Senin,1,Cerah / Sedikit Awan,0.2225,0.227913,0.41125,0.167283,94,3328,3422,9.1225,11.39565,11.207961,41.125
410,2012-02-14,Semi,1,2,0,Selasa,1,Berkabut + Mendung,0.319167,0.333946,0.50875,0.141179,135,3787,3922,13.085847,16.697300000000002,9.458993,50.875
411,2012-02-15,Semi,1,2,0,Rabu,1,Cerah / Sedikit Awan,0.348333,0.351629,0.53125,0.1816,141,4028,4169,14.281653,17.58145,12.167200000000001,53.125
412,2012-02-16,Semi,1,2,0,Kamis,1,Berkabut + Mendung,0.316667,0.330162,0.752917,0.091425,74,2931,3005,12.983346999999998,16.5081,6.125475000000001,75.29169999999999
413,2012-02-17,Semi,1,2,0,Jumat,1,Cerah / Sedikit Awan,0.343333,0.351629,0.634583,0.205846,349,3805,4154,14.076653,17.58145,13.791682,63.4583
414,2012-02-18,Semi,1,2,0,Sabtu,0,Cerah / Sedikit Awan,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,14.213347,17.77125,12.792243,53.4583
415,2012-02-19,Semi,1,2,0,Minggu,0,Berkabut + Mendung,0.28,0.265788,0.515833,0.253112,618,2071,2689,11.48,13.2894,16.958504,51.5833
416,2012-02-20,Semi,1,2,1,Senin,0,Cerah / Sedikit Awan,0.28,0.273391,0.507826,0.229083,502,2627,3129,11.48,13.66955,15.348561,50.7826
417,2012-02-21,Semi,1,2,0,Selasa,1,Cerah / Sedikit Awan,0.287826,0.295113,0.594348,0.205717,163,3614,3777,11.800866000000001,14.755650000000001,13.783039,59.434799999999996
418,2012-02-22,Semi,1,2,0,Rabu,1,Cerah / Sedikit Awan,0.395833,0.392667,0.567917,0.234471,394,4379,4773,16.229153,19.63335,15.709557,56.7917
419,2012-02-23,Semi,1,2,0,Kamis,1,Cerah / Sedikit Awan,0.454167,0.444446,0.554583,0.190913,516,4546,5062,18.620846999999998,22.2223,12.791171,55.45830000000001
420,2012-02-24,Semi,1,2,0,Jumat,1,Berkabut + Mendung,0.4075,0.410971,0.7375,0.237567,246,3241,3487,16.7075,20.54855,15.916989,73.75
421,2012-02-25,Semi,1,2,0,Sabtu,0,Cerah / Sedikit Awan,0.290833,0.255675,0.395833,0.421642,317,2415,2732,11.924153,12.78375,28.250014,39.5833
422,2012-02-26,Semi,1,2,0,Minggu,0,Cerah / Sedikit Awan,0.279167,0.268308,0.41,0.205229,515,2874,3389,11.445847,13.4154,13.750342999999999,41.0
423,2012-02-27,Semi,1,2,0,Senin,1,Cerah / Sedikit Awan,0.366667,0.357954,0.490833,0.268033,253,4069,4322,15.033347000000001,17.8977,17.958211000000002,49.0833
424,2012-02-28,Semi,1,2,0,Selasa,1,Cerah / Sedikit Awan,0.359167,0.353525,0.395833,0.193417,229,4134,4363,14.725847,17.67625,12.958939,39.5833
425,2012-02-29,Semi,1,2,0,Rabu,1,Berkabut + Mendung,0.344348,0.34847,0.804783,0.179117,65,1769,1834,14.118267999999999,17.4235,12.000839,80.4783
426,2012-03-01,Semi,1,3,0,Kamis,1,Cerah / Sedikit Awan,0.485833,0.475371,0.615417,0.226987,325,4665,4990,19.919153,23.768549999999998,15.208129,61.5417
427,2012-03-02,Semi,1,3,0,Jumat,1,Berkabut + Mendung,0.353333,0.359842,0.657083,0.144904,246,2948,3194,14.486653,17.9921,9.708568,65.7083
428,2012-03-03,Semi,1,3,0,Sabtu,0,Berkabut + Mendung,0.414167,0.413492,0.62125,0.161079,956,3110,4066,16.980847,20.6746,10.792293,62.125
429,2012-03-04,Semi,1,3,0,Minggu,0,Cerah / Sedikit Awan,0.325833,0.303021,0.403333,0.334571,710,2713,3423,13.359153,15.15105,22.416257,40.3333
430,2012-03-05,Semi,1,3,0,Senin,1,Cerah / Sedikit Awan,0.243333,0.241171,0.50625,0.228858,203,3130,3333,9.976652999999999,12.05855,15.333486,50.625
431,2012-03-06,Semi,1,3,0,Selasa,1,Cerah / Sedikit Awan,0.258333,0.255042,0.456667,0.200875,221,3735,3956,10.591652999999999,12.752099999999999,13.458625,45.6667
432,2012-03-07,Semi,1,3,0,Rabu,1,Cerah / Sedikit Awan,0.404167,0.3851,0.513333,0.345779,432,4484,4916,16.570847,19.255,23.167193,51.3333
433,2012-03-08,Semi,1,3,0,Kamis,1,Cerah / Sedikit Awan,0.5275,0.524604,0.5675,0.441563,486,4896,5382,21.627499999999998,26.230199999999996,29.584721,56.75
434,2012-03-09,Semi,1,3,0,Jumat,1,Berkabut + Mendung,0.410833,0.397083,0.407083,0.4148,447,4122,4569,16.844153,19.85415,27.7916,40.708299999999994
435,2012-03-10,Semi,1,3,0,Sabtu,0,Cerah / Sedikit Awan,0.2875,0.277767,0.350417,0.22575,968,3150,4118,11.7875,13.888349999999999,15.125250000000001,35.0417
436,2012-03-11,Semi,1,3,0,Minggu,0,Cerah / Sedikit Awan,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,14.831299,17.9835,14.913329000000001,47.6957
437,2012-03-12,Semi,1,3,0,Senin,1,Cerah / Sedikit Awan,0.466667,0.459592,0.489167,0.207713,838,4460,5298,19.133347,22.9796,13.916771,48.9167
438,2012-03-13,Semi,1,3,0,Selasa,1,Cerah / Sedikit Awan,0.565,0.542929,0.6175,0.23695,762,5085,5847,23.165,27.14645,15.87565,61.75000000000001
439,2012-03-14,Semi,1,3,0,Rabu,1,Cerah / Sedikit Awan,0.5725,0.548617,0.507083,0.115062,997,5315,6312,23.4725,27.43085,7.709154,50.708299999999994
440,2012-03-15,Semi,1,3,0,Kamis,1,Cerah / Sedikit Awan,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,22.857499999999998,26.64125,10.042161,57.958299999999994
441,2012-03-16,Semi,1,3,0,Jumat,1,Berkabut + Mendung,0.435833,0.436229,0.842083,0.113192,548,3830,4378,17.869153,21.81145,7.583864,84.20830000000001
442,2012-03-17,Semi,1,3,0,Sabtu,0,Berkabut + Mendung,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,21.080847000000002,25.252299999999998,7.417168,75.5833
443,2012-03-18,Semi,1,3,0,Minggu,0,Berkabut + Mendung,0.4725,0.464,0.81,0.126883,2207,3685,5892,19.3725,23.200000000000003,8.501161,81.0
444,2012-03-19,Semi,1,3,0,Senin,1,Cerah / Sedikit Awan,0.545,0.532821,0.72875,0.162317,982,5171,6153,22.345000000000002,26.64105,10.875238999999999,72.875
445,2012-03-20,Semi,1,3,0,Selasa,1,Cerah / Sedikit Awan,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,22.994153,26.926650000000002,8.125157,80.7917
446,2012-03-21,Panas,1,3,0,Rabu,1,Berkabut + Mendung,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,21.798347,25.6629,6.000406099999999,82.125
447,2012-03-22,Panas,1,3,0,Kamis,1,Cerah / Sedikit Awan,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,22.720847,26.57835,7.876654,83.125
448,2012-03-23,Panas,1,3,0,Jumat,1,Berkabut + Mendung,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,24.668346999999997,28.50335,7.7921000000000005,69.41669999999999
449,2012-03-24,Panas,1,3,0,Sabtu,0,Berkabut + Mendung,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,20.6025,24.336650000000002,12.916461,88.5417
450,2012-03-25,Panas,1,3,0,Minggu,0,Berkabut + Mendung,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,17.9375,21.874399999999998,14.791924999999999,88.0833
451,2012-03-26,Panas,1,3,0,Senin,1,Cerah / Sedikit Awan,0.445833,0.43875,0.477917,0.386821,795,4763,5558,18.279153,21.9375,25.917007,47.7917
452,2012-03-27,Panas,1,3,0,Selasa,1,Cerah / Sedikit Awan,0.323333,0.315654,0.29,0.187192,531,4571,5102,13.256653,15.7827,12.541864,28.999999999999996
453,2012-03-28,Panas,1,3,0,Rabu,1,Cerah / Sedikit Awan,0.484167,0.47095,0.48125,0.291671,674,5024,5698,19.850847,23.5475,19.541957,48.125
454,2012-03-29,Panas,1,3,0,Kamis,1,Cerah / Sedikit Awan,0.494167,0.482304,0.439167,0.31965,834,5299,6133,20.260847000000002,24.1152,21.41655,43.9167
455,2012-03-30,Panas,1,3,0,Jumat,1,Berkabut + Mendung,0.37,0.375621,0.580833,0.138067,796,4663,5459,15.17,18.78105,9.250489,58.0833
456,2012-03-31,Panas,1,3,0,Sabtu,0,Berkabut + Mendung,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,17.390847,21.0854,16.791338999999997,73.83330000000001
457,2012-04-01,Panas,1,4,0,Minggu,0,Berkabut + Mendung,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,17.459153,20.86435,11.541889,67.625
458,2012-04-02,Panas,1,4,0,Senin,1,Cerah / Sedikit Awan,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,17.790433,21.37565,20.913313,50.4348
459,2012-04-03,Panas,1,4,0,Selasa,1,Cerah / Sedikit Awan,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,19.133347,23.07415,6.708911,39.6667
460,2012-04-04,Panas,1,4,0,Rabu,1,Cerah / Sedikit Awan,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,22.208347,26.6725,12.125325,46.958299999999994
461,2012-04-05,Panas,1,4,0,Kamis,1,Cerah / Sedikit Awan,0.435,0.431163,0.374167,0.219529,1192,5265,6457,17.835,21.55815,14.708443,37.416700000000006
